崁,kàn,khám,xem 赤崁樓|赤崁楼[Chi4 kan3 lou2],,,,,,,
峿,wú,ngô,tên một ngọn núi,,,,,,,
𪨶,shē,𪨶,biến thể cũ của 畬|畲[She1],,,,,,,
崄,xiǎn,hiểm,dựng đứng/hiểm trở,,,,,,,
帨,shuì,thuế,khăn tay,,,,,,,
崀,làng,làng,dùng trong địa danh,,,,,,,
赆,jìn,tẫn,quà tặng ly biệt,,,,,,,
𬬸,shù,thuật,acmite,,,,,,,
钷,pǒ,phả,prometi (hóa học),,,,,,,
𬬻,lú,lô,rutherfordi (hóa học),,,,,,,
𬬹,shén,tí,"dị thể của 鈚 (lưỡi cày, mũi tên)",,,,,,,
𬬿,zhāo,chiêu,cái liềm,,,,,,,
𬭁,mǔ,mẫu,xem 鈷鉧|钴𬭁[gu3 mu3],,,,,,,
眚,shěng,sảnh,bệnh đục thuỷ tinh thể/lỗi,,,,,,,
甡,shēn,sân,quần chúng/đám đông,,,,,,,
笫,zǐ,chỉ,chiếu tre/chiếu giường,,,,,,,
倻,yē,yē,"dùng để biểu thị âm ""ya"" trong tên Hàn Quốc",,,,,,,
倴,bèn,bôn,bôn ba (dùng trong tên người),,,,,,,
脩,xiū,tu,biến thể của 修[xiu1] | thịt khô do học trò dâng tặng thầy giáo trong buổi gặp đầu tiên (thời cổ đại)/khô, héo úa,,,,,,
倮,luǒ,khỏa,biến thể của 裸[luo3],,,,,,,
倕,chuí,thùy,tên gọi người thợ khéo thời cổ,,,,,,,
倞,jìng,kính,mạnh mẽ/quyền lực | xa xôi/tìm kiếm/biến thể cũ của 亮[liang4]/sáng,,,,,,,
𫢸,dàn,đản,to lớn/nghiêm trọng,,,,,,,
倓,tán,đàm,yên tĩnh/bình yên,,,,,,,
倧,zōng,tông,tên thần thời cổ đại,,,,,,,
衃,pēi,phôi,máu đọng thành cục,,,,,,,
虒,sī,ty,động vật lưỡng cư có một sừng,,,,,,,
舭,bǐ,tỳ,khoang đáy tàu,,,,,,,
舯,zhōng,trung,giữa khoang thuyền,,,,,,,
舥,pā,ba,tên thuyền,,,,,,,
瓞,dié,điệt,quả dưa non,,,,,,,
鬯,chàng,sưởng,một loại rượu tế lễ dùng trong thời cổ đại,,,,,,,
鸰,líng,linh,chim chìa vôi/chim sơn ca,,,,,,,
脎,sà,tát,hợp chất hóa học Osazone,,,,,,,
朓,tiǎo,thiểu,(văn học) hình ảnh mặt trăng ở phía tây vào cuối tháng âm lịch,,,,,,,
胲,hǎi,hợi,hydroxylamin (hóa học),,,,,,,
虓,xiāo,hao,tiếng hổ gầm,,,,,,,
鱽,dāo,đao,Coilia ectenes,,,,,,,
狴,bì,bệ,(lợn vòi),,,,,,,
峱,náo,nạo,tên một ngọn núi,,,,,,,
狻,suān,toan,(động vật huyền thoại),,,,,,,
眢,yuān,oan,mí mắt bị viêm/khô cằn,,,,,,,
𫗧,sù,tốc,nồi cơm đã nấu,,,,,,,
勍,qíng,kình,mãnh liệt/mạnh mẽ,,,,,,,
痄,zhà,chá,bệnh quai bị,,,,,,,
疰,zhù,chú,bệnh truyền nhiễm,,,,,,,
痃,xuán,huyền,bệnh nổi hạch,,,,,,,
竘,qǔ,củ,người thợ mộc khéo,,,,,,,
羖,gǔ,cổ,cừu cái màu đen,,,,,,,
羓,bā,ba,(Dị thể của 豝) thịt bò muối/lợn cái/lợn nái,,,,,,,
桊,juàn,quyển,vòng xỏ mũi trâu,,,,,,,
敉,mǐ,mị,hoà bình,,,,,,,
烠,huí,hối,ánh sáng ngọn lửa,,,,,,,
烔,tóng,tóng,nóng/được đun nóng,,,,,,,
烶,tǐng,diễn,(văn học) đang cháy/bốc lửa,,,,,,,
烻,shān,diên,lửa cháy lan,,,,,,,
𬊈,xún,tầm,hâm nóng (thức ăn),,,,,,,
涍,xiào,hiếu,tên sông,,,,,,,
浡,bó,bột,đầy/trào ra (của đài phun nước),,,,,,,
浭,gēng,canh,tên một con sông ở Hà Bắc,,,,,,,
浬,lǐ,lí,hải lý,,,,,,,
涄,pīng,pīng,(văn học) loãng, nhầy, lỏng,,,,,
涢,yún,vân,(tên một con sông ở Hà Bắc),,,,,,,
涐,é,nga,tên cũ của sông Đại Độ 大渡河[Da4 du4 He2] ở Tứ Xuyên,,,,,,,
浰,lì|liàn,lợi,tham dự (các sự kiện chính thức),,,,,,,
浟,yóu,du,nước chảy lững lờ,,,,,,,
浛,hán,hàm,nước lắng cặn,,,,,,,
浼,měi,mỗi,nhờ vả,,,,,,,
浲,féng,féng,biến thể cũ của 漨[feng2]/(dùng trong địa danh),,,,,,,
涘,sì,sĩ,bờ sông,,,,,,,
悈,jiè,giới,"răn đe, cảnh giác",,,,,,,
悃,kǔn,khổn,chân thành,,,,,,,
悢,liàng,lượng,(văn học) buồn, sầu muộn,,,,,,
𬒈,què,𬒈,(cổ) đá quý | (cổ) đá lớn/tảng đá/cứng,,,,,,,
宧,yí,di,góc đông bắc của phòng,,,,,,,
窅,yǎo,yểu,mắt trũng/sâu và rỗng/xa xôi và mơ hồ/biến thể của 杳[yao3],,,,,,,
窊,wā,oa,đầm trũng,,,,,,,
窎,diào,điếu,(văn học) xa xôi/sâu/sâu sắc,,,,,,,
扅,yí,diễm,(Dị thể của 扊) thanh đứng để cài cửa,,,,,,,
扆,yǐ,ỷ,họ [Yi3] | bình phong,,,,,,,
袪,qū,khư,cửa tay áo,,,,,,,
袗,zhěn,chẩn,áo không lót,,,,,,,
袯,bó,bát,xem 襏襫|袯襫[bo2 shi4],,,,,,,
祧,tiāo,thiêu,nhà thờ tổ,,,,,,,
隺,hè,hạc,bay vút rớt xuống,,,,,,,
堲,jí,tức,ghét,,,,,,,
疍,dàn,dàn,biến thể của 蜑[Dan4],,,,,,,
𨺙,nì,niếp,dị thể của 隉 (nguy hiểm),,,,,,,
陴,pí,bì,tường chắn,,,,,,,
烝,zhēng,chưng,đông đảo/quần chúng/dâng lên (cho ai đó)/nổi lên/tiến lên/phát triển/biến thể cổ của 蒸[zheng1],,,,,,,
砮,nǔ,nỗ,đá lửa/(hoán dụ) đầu mũi tên,,,,,,,
㛚,tǒng,thống,vẻ đẹp của phụ nữ,,,,,,,
哿,gě,cả,tuyệt vời/vui vẻ/hạnh phúc,,,,,,,
翀,chōng,xung,bay vút,,,,,,,
翂,fēn,phân,chim bay chậm chạp,,,,,,,
剟,duō,xuyết,"chích/khắc bản, chạm khắc",,,,,,,
𬳿,tú,hoan,"dị thể của 驩 (vui vẻ, ngựa hay)",,,,,,,
𫄨,chī,hi,sợi mịn của gai/lanh,,,,,,,
绤,xì,khích,vải gai thô,,,,,,,
骍,xīng,tuynh,ngựa (hoặc gia súc) màu đỏ/nâu đỏ,,,,,,,
𬘫,huán,yến,dị thể của 鷰 (chim én),,,,,,,
䂮,lüè,liệt,đá lửa,,,,,,,
琎,jìn,tấn,đá giống ngọc,,,,,,,
珸,wú,ngô,tên một loại ngọc,,,,,,,
珵,chéng,trình,ngọc đẹp/trang sức bằng ngọc,,,,,,,
琄,xuàn,xuàn,(Dị thể của 鞙) tinh xảo,,,,,,,
琈,fú,fú,(văn học) một loại ngọc/màu ngọc,,,,,,,
琀,hán,hàm,ngọc trai hoặc châu báu từng được đặt vào miệng xác chết,,,,,,,
珺,jùn,jùn,ngọc đẹp,,,,,,,
掭,tiàn,thiểm,"gạt bút lông cho nhọn, khêu đèn",,,,,,,
堎,lèng,lăng,gò/mộ,,,,,,,
堐,yá,yá,(dùng trong tên địa danh)/phiên âm Đài Loan [ai2],,,,,,,
埼,qí,kỳ,mũi đất,,,,,,,
掎,jǐ,kỷ,kéo,,,,,,,
埫,tǎng,tǎng,biến thể của 垧[shang3]/phiên âm Đài Loan [chong3] | đất bằng phẳng/(dùng trong địa danh),,,,,,,
堌,gù,cố,tên địa danh,,,,,,,
晢,zhé,triết,sáng,,,,,,,
𫮃,shàn,thiện,nơi bằng phẳng để tế lễ,,,,,,,
掞,yàn,thiểm,dễ dàng/yên tĩnh,,,,,,,
埪,kōng,không,hang động,,,,,,,
壸,kǔn,khổn,hành lang cung điện/bóng: khu vực dành cho phụ nữ/phụ nữ,,,,,,,
㙍,duō,duō,(dùng trong tên địa danh),,,,,,,
聍,níng,ninh,dùng trong 耵聹|耵聍[ding1 ning2],,,,,,,
菝,bá,bá,cây mây rừng,,,,,,,
萚,tuò,thác,lá rụng và vỏ cây,,,,,,,
菥,xī,xī,xem 菥蓂[xi1 mi4],,,,,,,
莿,cì,thích,Urtica thunbergiana,,,,,,,
䓫,qí,kì,tên cỏ,,,,,,,
勚,yì,duệ,"(văn học) vất vả/cực nhọc/(mép, cạnh, v.v.) mòn/cùn",,,,,,,
䓬,zhuó,zhuó,(hóa học) ion tropylium,,,,,,,
萆,bì,tì,hạt thầu dầu,,,,,,,
菂,dì,đích,(văn học) hạt sen/tiếng Đài Loan đọc là [di1],,,,,,,
菍,niè,nấm nộm núm,,,,,,,,
菼,tǎn,thảm,cỏ bạc Amur (Miscanthus sacchariflorus)/cỏ lau (Miscanthus sinensis),,,,,,,
萣,dìng,dìng,xem 茄萣[Qie2 ding4],,,,,,,
䓨,yīng,nhương,tên cỏ,,,,,,,
菉,lù,lục,Arthraxon ciliare/xanh lá cây,,,,,,,
䓛,qū,phất,tên cỏ,,,,,,,
梼,táo,đào,người đần/đồ ngốc,,,,,,,
梽,zhì,chí,tên gồ,,,,,,,
桲,bó|po,bột,cái đập lúa,,,,,,,
梾,lái,lái,dùng trong 棶木|梾木[lai2 mu4],,,,,,,
桯,tīng,thinh,kệ đầu giường,,,,,,,
梣,chén|qín,sầm,cây tần bì Trung Quốc (Fraxinus chinensis),,,,,,,
梌,tú,dừa,,,,,,,,
桹,láng,lang,(cây cọ),,,,,,,
敔,yǔ,ngữ,"nhạc cụ gõ hình con hổ bằng gỗ rỗng, có dải răng cưa trên lưng, dùng dùi gõ chạy qua",,,,,,,
厣,yǎn,áp,nắp đậy nhỏ (tiếng La-tinh: little lid)/một mảnh che (trong các nhánh khác nhau của giải phẫu),,,,,,,
硔,gǒng,hồng,đá to,,,,,,,
鿎,dá|tǎ,tháp,nguyên tố darmstadtium (Ds),,,,,,,
硙,wèi,ngại,dùng trong 磑磑|硙硙[ai2 ai2] | dùng trong 磑磑|硙硙[wei2 wei2] | (văn học) cối xay đá/(văn học) xay,,,,,,,
硚,qiáo,kiều,dùng trong địa danh/xem 礄頭|硚头[Qiao2 tou2],,,,,,,
硊,huì,ngụy,núi đá cao,,,,,,,
硍,yín,khẩn,tiếng ầm ầm của đá lăn,,,,,,,
勔,miǎn,miễn,biến thể của 勉[mian3],,,,,,,
䴕,liè,liệt,chim gõ kiến,,,,,,,
龁,hé,hột,(văn học) gặm, cắn,,,,,,
逴,chuō,trác,rõ ràng/xa/vượt trội,,,,,,,
唪,fěng,phủng,ngâm/ngâm nga,,,,,,,
啫,zhě,zhě,dùng trong 啫哩[zhe3 li1],,,,,,,
翈,xiá,hiệp,lông chim vũ,,,,,,,
㫰,làng,làng,(phương ngữ) phơi (gì đó) ngoài nắng, phơi (gì đó) ngoài không khí,,,,,,
晙,jùn,jùn,(văn học) sáng sớm/(văn học) sáng/(dùng trong tên),,,,,,,
畤,zhì,trĩ,hiến tế cổ,,,,,,,
𬱖,dí,𬱖,tốt/đẹp/xinh đẹp,,,,,,,
趼,jiǎn,nghiễn,(hình thức giới hạn) vết chai,,,,,,,
跂,qí,kì,bàn chân | ngón chân thứ sáu (thừa)/bò | trèo/hy vọng | đứng nhón chân/ngồi thõng chân | xem 踶跂[di4 zhi1],,,,,,,
蛃,bǐng,bỉnh,con nhện lửa,,,,,,,
蚲,píng,bình,mọt gạo,,,,,,,
𬟽,dōng,đông,cầu vồng,,,,,,,
蚺,rán,nhiêm,trăn,,,,,,,
啴,chǎn,xiển,dùng trong 嘽嘽|啴啴[chan3 chan3] và 嘽緩|啴缓[chan3 huan3] | dùng trong 嘽嘽|啴啴[tan1 tan1],,,,,,,
䎃,rǎn,rǎn,(nghiên cứu chim) lông tơ,,,,,,,
崧,sōng,tung,biến thể của 嵩[song1],,,,,,,
崟,yín,dần,núi cao/gồ ghề/dựng đứng,,,,,,,
崞,guō,quách,tên một ngọn núi,,,,,,,
崒,zú,tuỵ,tập hợp lại, gom lại, tập trung | đỉnh núi đá/ngút trời và nguy hiểm,,,,,
崌,jū,cư,tên núi,,,,,,,
崡,hán,hàm,tên núi,,,,,,,
铏,xíng,hình,nồi canh/(cổ) đỉnh cúng tế có hai quai và nắp/biến thể cũ của 硎[xing2],,,,,,,
𫓯,jī,thi,dị thể của 釃 (lọc rượu),,,,,,,
𫟹,hóng,hoàng,dị thể của 鍠 (nhạc khí cổ),,,,,,,
铕,yǒu,hữu,europi (hóa học),,,,,,,
𫟼,dá,𫟼,darmstadtium (hóa học),,,,,,,
铖,chéng,chéng,(dùng trong tên người),,,,,,,
铘,yé,da,dùng trong 鏌鋣|镆铘[Mo4 ye2],,,,,,,
铚,zhì,chí,lưỡi liềm,,,,,,,
铞,diào,điếu,xem 釕銱兒|钌铞儿[liao4 diao4 r5],,,,,,,
铥,diū,đâu,thulium (hóa học),,,,,,,
铴,tāng,thang,"chiêng, não bạt",,,,,,,
牻,máng,mang,(văn học) trâu bò đen trắng,,,,,,,
牿,gù,cố,chuồng hoặc bãi nhốt gia súc,,,,,,,
稆,lǚ,lữ,biến thể của 穭|穞[lu:3],,,,,,,
笱,gǒu,cú,giỏ bẫy cá,,,,,,,
笯,nú,nô,(văn học) lồng chim/(dùng trong địa danh),,,,,,,
偰,xiè,tiết,hợp đồng (biến thể của 契[qi4]),,,,,,,
偡,zhàn,zhàn,(văn học) có trật tự/ngăn nắp,,,,,,,
鸺,xiū,hưu,cú,,,,,,,
偭,miǎn,mạn,vi phạm,,,,,,,
偲,cāi,ti,(văn học) uyên bác, học rộng/(văn học) tài hoa, tài năng xuất chúng/phiên âm Đài Loan [sai1] | dùng trong 偲偲 [si1 si1],,,,,
偁,chēng,xưng,biến thể của 稱|称[cheng1],,,,,,,
㿠,huàng,huàng,(văn học) (mặt) nhợt nhạt do thiếu khí và huyết,,,,,,,
鄅,yǔ,vũ,"nước chư hầu Yu thời nhà Chu, thuộc Linyi 臨沂|临沂[Lin2yi2], Sơn Đông/họ [Yu3]",,,,,,,
偓,wò,ốc,bị gò bó,,,,,,,
徛,jì,kí,"cầu nhảy, đứng",,,,,,,
衒,xuàn,huyễn,biến thể của 炫[xuan4]/(văn học) khoe khoang/phô trương,,,,,,,
舳,zhú,trục,boong sau/lái thuyền,,,,,,,
舲,líng,linh,thuyền nhỏ có cửa sổ,,,,,,,
鸼,zhōu,trâu,chim trâu (con cu cu),,,,,,,
悆,yù,dự,vui vẻ,,,,,,,
鄃,shū,du,tên đất cổ,,,,,,,
瓻,chī,hi,hũ rượu lớn,,,,,,,
䝙,chū,sơ,(cổ) động vật giống hổ,,,,,,,
脶,luó,loa,dấu vân tay,,,,,,,
脞,cuǒ,thỏa,thịt băm/vặt vãnh,,,,,,,
脟,liè,liè (phỏng đoán âm),"Chữ hiếm/dị thể, thường dùng làm thành phần danh từ riêng.",,,,,,,
䏲,tī,điệt,thịt sưng,,,,,,,
鱾,jǐ,jǐ,(hình thức kết hợp) cá thuộc chi Girella,,,,,,,
猇,xiāo,khiêu,tiếng gầm hoặc rống của hổ/đe dọa/làm sợ hãi,,,,,,,
猊,ní,nghê,(động vật thần thoại)/sư tử | dã thú/ngựa hoang/sư tử/dạng phồn thể dùng sai của 貌/dạng giản thể dùng sai của 狻,,,,,,,
猄,jīng,kinh,loài hươu nhỏ (muntjac),,,,,,,
觖,jué,quyết,không hài lòng,,,,,,,
𠅤,xí,huệ,dị thể của 惠 (ân huệ),,,,,,,
庱,chěng,chěng,"họ [Cheng3]/khu vực cổ của thành phố Đan Dương, tỉnh Giang Tô hiện nay",,,,,,,
庼,qǐng,khoảnh,phòng/sảnh nhỏ,,,,,,,
庳,bì,bí,ngôi nhà xây thấp,,,,,,,
痓,chì,xí,bệnh co giật,,,,,,,
䴔,jiāo,jiāo,một loại chim nước,,,,,,,
竫,jìng,tĩnh,yên lặng,,,,,,,
堃,kūn,khôn,biến thể của 坤[kun1],,,,,,,
阌,wén,văn,"huyện Wen, tỉnh Hà Nam",,,,,,,
羝,dī,đê,dê đực/cừu đực,,,,,,,
羕,yàng,dạng,dài lâu,,,,,,,
焆,juān,yết,(văn học) sáng ngời,,,,,,,
烺,lǎng,lãng,rực sáng/ánh sáng,,,,,,,
焌,jùn|qū,tuấn,đốt lửa/châm lửa | dập tắt vật đang cháy/làm cháy xém thứ gì đó bằng vật đang âm ỉ (ví dụ: đốt thủng quần bằng thuốc lá)/xào/chế hỗn hợp dầu nóng và gia vị lên món ăn,,,,,,,
淏,hào,hạo,(văn học) (nước) trong veo,,,,,,,
𬇹,guó,sái,rắc nước,,,,,,,
淟,tiǎn,điến,đục/ngầu,,,,,,,
淜,péng,bằng,tiếng sóng xô,,,,,,,
淴,hū,hốt,nước đục,,,,,,,
淯,yù,dục,tên sông/tên cũ của sông Bạch Hà 白河 ở Hà Nam/giống như 育水,,,,,,,
湴,bàn,bàn,bùn/lầy/nhão | lội qua nước hoặc bùn,,,,,,,
涴,yuān,ngoạ,làm bẩn,,,,,,,
𬍡,dàng,vi,dị thể của 薇 (cây vi),,,,,,,
㥄,líng,lăng,"sợ hãi, kính trọng",,,,,,,
惛,hūn,hôn,mơ màng/đãng trí/ngớ ngẩn,,,,,,,
惔,tán,đàm,cháy,,,,,,,
悰,cóng,tông,niềm vui,,,,,,,
惙,chuò,chuyết,buồn rầu/không chắc chắn,,,,,,,
寁,zǎn,toản,nhanh chóng,,,,,,,
逭,huàn,hoán,trốn thoát khỏi,,,,,,,
𬤇,yīn,nhân,dị thể của 銦 (nguyên tố Inđi),,,,,,,
𫍯,xián,hàm,hòa hợp/chân thành,,,,,,,
袼,gē,các,miếng nối vải/phần vải vừa khít dưới nách áo,,,,,,,
裈,kūn,côn,quần (cũ),,,,,,,
祲,jìn,tẩm,thế lực tà ác,,,,,,,
𬤊,shì,thị,xem xét/phán xét,,,,,,,
𫍲,xiǎo,tiểu,gây ra | nhỏ,,,,,,,
谞,xū,tư,(văn học) tài năng và trí tuệ/mưu kế/sách lược,,,,,,,
艴,bó,phật,tức giận,,,,,,,
弸,péng,bằng,cung mạnh/dây cung/lấp đầy, đầy đủ,,,,,,
弶,jiàng,cương,cái bẫy/bẫy,,,,,,,
𬯎,tuí,đồi,biến thể của 頹|颓[tui2],,,,,,,
隃,shù,du,vượt/quá,,,,,,,
婞,xìng,hạnh,ngay thẳng,,,,,,,
娵,jū,jū,(tên nữ)/(ngôi sao),,,,,,,
婼,ruò,xúc,ngoan cố,,,,,,,
媖,yīng,anh,(tên khen ngợi dành cho phụ nữ),,,,,,,
婳,huà,hoạ,tĩnh lặng,,,,,,,
婍,qǐ,gả,,,,,,,,
婌,shú,thục,tốt đẹp,,,,,,,
婫,kūn,côn,tên con gái,,,,,,,
婤,zhōu,chu,(tên nữ),,,,,,,
婘,quán,quyền,"xinh đẹp, tốt mạo",,,,,,,
婠,wān,oản,thân hình mảng mai,,,,,,,
𬘬,qiàn,thiến,màu đỏ sẫm (của sản phẩm lụa),,,,,,,
𬘭,chēn,sâm,(văn học) dừng/tốt bụng,,,,,,,
𬴂,fēi,phi,dị thể của 騑 (ngựa kéo xe ngựa kéo phu),,,,,,,
𫘦,táo,thâu,dị thể của 驨 (ngựa có sừng),,,,,,,
绹,táo,đào,buộc/dây/xoắn,,,,,,,
𫟅,liáng,vương,dị thể của 鐄 (chuông),,,,,,,
𬘯,zhǔn,mịch,dị thể của 覓 (tìm kiếm),,,,,,,
骕,sù,túc,dùng trong 驌驦|骕骦[su4 shuang1],,,,,,,
𫘧,lù,lục,(ngựa),,,,,,,
絜,jié|xié,kiết,sạch sẽ | đường đánh dấu/tinh khiết/điều chỉnh,,,,,,,
珷,wǔ,vũ,ngọc kém chất lượng/một loại ngọc,,,,,,,
琲,bèi,bội,vòng cổ,,,,,,,
琡,chù,thục,tên loại ngọc,,,,,,,
琟,wéi,duy,ngọc giống thủy tinh,,,,,,,
琔,diàn,điềm,tên ngọc,,,,,,,
琭,lù,lộc,(ngọc),,,,,,,
堾,chūn,chuẩn,bờ ruộng,,,,,,,
堼,hèng,hèng,(dùng trong địa danh)/cũng đọc là [feng1],,,,,,,
揕,zhèn,chấm,đánh/đâm,,,,,,,
㙘,yāo,yêu,địa danh,,,,,,,
堧,ruán,nhuyên,giáp ranh,,,,,,,
喆,zhé,triết,biến thể của 哲[zhe2] (dùng làm họ và trong tên gọi),,,,,,,
堨,è,yết,đập/ngăn chặn/kiểm soát,,,,,,,
塅,duàn,duàn,khu vực địa hình bằng phẳng rộng lớn (dùng trong địa danh),,,,,,,
堠,hòu,hậu,gò đất để đốt lửa báo hiệu,,,,,,,
絷,zhí,trập,kết nối/trói buộc,,,,,,,
𪣻,lóu,lũ,gò nhỏ,,,,,,,
𡎚,piǎn,nã,phương ngữ: nơi khuỷu sông,,,,,,,
葜,qiā,khiết,tên cây cỏ,,,,,,,
惎,jì,kị,làm hại/phỉ báng,,,,,,,
萳,nán,nam,tên cây cỏ,,,,,,,
葙,xiāng,tương,"xem 青葙, cây mào gà (Celosia argentea)",,,,,,,
靬,qián,qián,"xem 犂靬[Li2 jian1], tên thời Hán cho các nước ở Tây vực",,,,,,,
葴,zhēn,châm,cây thù lù,,,,,,,
蒇,chǎn,siển,hoàn thành/chuẩn bị,,,,,,,
蒈,kǎi,khải,hợp chất hóa học diterpene,,,,,,,
鄚,mào,mạc,họ [Mo4],,,,,,,
蒉,kuì,quỹ,họ [Kui4] | cây dền gai,,,,,,,
蓇,gū,cốt,dùng trong 蓇葖[gu1tu1],,,,,,,
萩,qiū,thu,Lespedeza bicolor,,,,,,,
蒐,sōu,sưu,"cây thiên thảo/săn bắn, đặc biệt vào mùa xuân/tìm kiếm; thu thập",,,,,,,
葰,jùn|suǒ,tuấn,tên loại rau,,,,,,,
葎,lǜ,lǜ,Humulus japonicus,,,,,,,
鄑,zī,tấn,tên địa danh,,,,,,,
蒎,pài,phái,pinane,,,,,,,
葖,tū,đột,củ cải, củ cải trắng/phiên âm Đài Loan [tu2],,,,,,
蒄,guān,guān,(thảo mộc được nhắc đến trong văn bản cổ),,,,,,,
萹,biān,phiên,xem 萹蓄[bian1 xu4]/phiên âm Đài Loan [pian1] | xem 萹豆[bian3 dou4],,,,,,,
棤,cuò,cuò,vỏ cây thô ráp,,,,,,,
棽,chēn|shēn,sâm,cành lá xum xuê,,,,,,,
棫,yù,vực,(cây sồi)/bụi gai,,,,,,,
椓,zhuó,trạc,đánh,,,,,,,
椑,bēi,ty,Fagus sylvatica,,,,,,,
𬃊,zhì,du,dị thể của 榆,,,,,,,
鹀,wú,wú,chim sẻ hoàng/cũng đọc [wu1],,,,,,,
椆,chóu,chu,loài cây chịu được thời tiết lạnh,,,,,,,
棓,bèi,phẫu,"cái gậy, cây bổng",,,,,,,
棬,quān,khuyên,cái bát,,,,,,,
棪,yǎn,yǎn,(cây),,,,,,,
椀,wǎn,oản,biến thể của 碗[wan3],,,,,,,
楗,jiàn,kiện,"vật liệu (như đá, đất, tre, v.v.) dùng để sửa chữa khẩn cấp đê điều/(văn học) thanh chắn cửa (thanh dọc dùng để ngăn chuyển động ngang của chốt cửa)",,,,,,,
𬷕,bǔ,miểu,chim bay cao,,,,,,,
甦,sū,tô,biến thể của 蘇|苏[su1]/hồi sinh,,,,,,,
酦,pō,bát,dùng trong 醱酵|酦酵[fa1 jiao4]/cách đọc ở Đài Loan: [po4] | lên men rượu/cách đọc ở Đài Loan: [po4],,,,,,,
觌,dí,địch,mặt đối mặt,,,,,,,
奡,ào,ngạo,ngạo mạn/mạnh mẽ,,,,,,,
皕,bì,bức,hai trăm (ít dùng)/200,,,,,,,
硪,wò,ngạ,xem 石硪[shi2 wo4],,,,,,,
欹,qī,y,thán từ,,,,,,,
詟,zhé,triệp,bị sợ hãi,,,,,,,
𫐐,ní,nghê,kẹp cho thanh ngang của xe ngựa,,,,,,,
辌,liáng,lương,xem 轀輬|辒辌[wen1 liang2],,,,,,,
棐,fěi,phỉ,Torreya nucifera/tăng cường,,,,,,,
龂,yín,ngân,biến thể cũ của 齦|龈[yin2],,,,,,,
𬹼,xiè,thóa,dị thể của 鵎 (chim toucan),,,,,,,
黹,zhǐ,chỉ,thêu,,,,,,,
牚,chèng,sanh,biến thể của 撐|撑[cheng1],,,,,,,
睎,xī,hy,khao khát/nhìn chăm chú,,,,,,,
晫,zhuó,trác,(văn học) rực rỡ,,,,,,,
晪,tiǎn,tiǎn,(văn học) sáng,,,,,,,
晱,shǎn,thiểm,sét nổ,,,,,,,
𧿹,mǔ,mẫu,(Dị thể của 拇) ngón cái/ngón chân cái,,,,,,,
蛑,móu,mâu,cua biển,,,,,,,
畯,jùn,tuấn,quản đốc/thảo nguyên,,,,,,,
斝,jiǎ,giả,chén ngọc nhỏ có quai,,,,,,,
喤,huáng,hoàng,khóc nức nở/tiếng chuông,,,,,,,
崶,fēng,fēng,tên một ngọn đồi huyền thoại,,,,,,,
嵁,kān,kham,[Unihan] rugged,,,,,,,
𫶇,dié,hạm,thuyền chiến,,,,,,,
崾,yào,yào,(tên một ngọn núi),,,,,,,
嵅,hán,hàm,tên núi,,,,,,,
崿,è,ngạc,vách đá/vực thẳm,,,,,,,
嵚,qīn,khâm,sự cao ngất (của núi),,,,,,,
翙,huì,hối,tiếng động cánh chim,,,,,,,
𫖮,yǐ,ỷ,dễ chịu/cung cách tôn trọng,,,,,,,
圌,chuí,thùy,tên một ngọn núi,,,,,,,
圐,kū,kū,dùng trong 圐圙[ku1 lu:e4],,,,,,,
赑,bì,bí,xem 贔屭|赑屃[Bi4 xi4],,,,,,,
淼,miǎo,miểu,một trận lụt/vô tận,,,,,,,
赒,zhōu,chu,cứu trợ người nghèo/bố thí/từ thiện,,,,,,,
鿏,mài,mài,meitnerium (hóa học),,,,,,,
铹,láo,lao,lawrenci (hóa học),,,,,,,
𬭊,dù,𬭊,đubini (hóa học),,,,,,,
铽,tè,thắc,terbi (hóa học),,,,,,,
𨱇,qiú,cầu,cuốc một đầu/đục đá,,,,,,,
𫓶,xuān,lự,dị thể của 鑢 (cái giũa),,,,,,,
锊,lüè,luyệt,(đơn vị đo lường khối lượng cổ),,,,,,,
锍,liǔ,lưu,hợp kim đồng thiếc,,,,,,,
锎,kāi,khai,californium (hóa học),,,,,,,
𬭎,hóng,hoành,dụng cụ/thiết bị,,,,,,,
锓,qǐn,tẩm,khắc,,,,,,,
犇,bēn,bôn,biến thể của 奔[ben1] | biến thể của 奔[ben4] | họ [Ben1],,,,,,,
颋,tǐng,thỉnh,trán hẹp,,,,,,,
稌,tú,đồ,gạo nếp,,,,,,,
筀,guì,guì,tre (cổ),,,,,,,
筘,kòu,khấu,(đơn vị đo bề rộng vải),,,,,,,
筜,dāng,đương,xem 篔簹|筼筜[yun2 dang1],,,,,,,
筥,jǔ,cử,giỏ tròn bằng tre,,,,,,,
筅,xiǎn,tiển,chổi tre để cọ rửa dụng cụ,,,,,,,
傃,sù,tố,hướng về,,,,,,,
傉,nù,nhục,tên gọi người Hung Nô,,,,,,,
翛,xiāo,tiêu,sự vội vã,,,,,,,
傒,xī,hề,(cũ) người Giang Tây 江西[Jiang1 xi1]/đợi/người hầu/con đường,,,,,,,
傕,jué,quyết,họ [Jue2] | dùng trong tên cũ,,,,,,,
舾,xī,xī,dùng trong 舾裝|舾装[xi1 zhuang1],,,,,,,
畬,yú,dư,dân tộc She | ruộng đã canh tác,,,,,,,
𫖯,fǔ,phủ,biến thể của 俯[fu3],,,,,,,
