Level,Hanzi,Pinyin,Sino_Vietnamese,Traditional,POS,Examples,Viet_Meaning,English_Meaning
7-9,美滋滋,měizīzī,mỹ tư tư,美滋滋,Adj,,rất vui; phấn khởi,very happy; elated
7-9,魅力,mèilì,mị lực,魅力,N,,sự quyến rũ/sức hút/sự lôi cuốn/uy tín,charm; fascination; glamor; charisma
7-9,闷,mēn,muộn,悶,Adj/V,,chán nản/trầm cảm/u sầu/kín/hút chân không/đóng chặt,stuffy; shut indoors; to smother; to cover tightly
7-9,门当户对,méndāng-hùduì,môn đương hộ đối,門當戶對,,,hai gia đình môn đăng hộ đối (thành ngữ)/(về hôn nhân dự kiến) một mối quan hệ phù hợp,the families are well-matched in terms of social status (idiom); (of a prospective marriage partner) an appropriate match
7-9,门槛,ménkǎn,môn hạm,門檻,N,,bậc cửa/ngưỡng cửa/ngưỡng/nghĩa bóng: bí quyết hoặc mẹo (đặc biệt là mưu mẹo để có được gì đó rẻ hơn),doorstep; sill; threshold; fig. knack or trick (esp. scheme to get sth cheaper)
7-9,门铃,ménlíng,môn linh,門鈴,N,,chuông cửa,doorbell
7-9,门路,ménlu,môn lộ,門路,N,,cách làm gì đó/mối quan hệ xã hội đúng đắn,way of doing sth; the right social connection
7-9,闷,mèn,muộn,悶,Adj,,chán nản/trầm cảm/u sầu/kín/hút chân không/đóng chặt,stuffy; shut indoors; to smother; to cover tightly
7-9,萌发,méngfā,manh phát,萌發,V,,nảy mầm/đâm chồi/nụ,to sprout; to shoot; to bud
7-9,萌芽,méngyá,manh nha,萌芽,V/N,,nảy mầm (nghĩa đen hoặc bóng)/đâm chồi/ươm mầm/mầm/hạt/nụ,to sprout (lit. or fig.); to bud; to germinate; germ; seed; bud
7-9,盟友,méngyǒu,minh hữu,盟友,N,,đồng minh,ally
7-9,朦胧,ménglóng,mông lông,朦朧,Adj,,(văn học) (ánh trăng) mờ ảo/(văn học) mờ ảo; không rõ ràng,(literary) (of moonlight) dim; (literary) murky; indistinct
7-9,猛烈,měngliè,mãnh liệt,猛烈,Adj,,mãnh liệt; dữ dội; mạnh mẽ; cường liệt,fierce; violent; vigorous; intense
7-9,猛然,měngrán,mãnh nhiên,猛然,Adv,,đột nhiên; bất ngờ,suddenly; abruptly
7-9,梦幻,mènghuàn,mộng huyễn,夢幻,N,,giấc mơ/ảo ảnh/mơ mộng,dream; illusion; reverie
7-9,弥补,míbǔ,di bổ,彌補,V,,bổ sung/bù đắp cho một thiếu sót,to complement; to make up for a deficiency
7-9,弥漫,mímàn,di mạn,彌漫,V,,biến thể của 彌漫|弥漫[mi2 man4],"to pervade; to fill the air; diffuse; everywhere present; about to inundate (water); permeated by (smoke); filled with (dust); to saturate (the air with fog, smoke etc)"
7-9,迷惑,míhuò,mê hoặc,迷惑,Adj/V,,làm bối rối/làm hoang mang/làm khó hiểu,to puzzle; to confuse; to baffle
7-9,迷惑不解,míhuò-bùjiě,mê hoặc bất giải,迷惑不解,,,cảm thấy bối rối,to feel puzzled
7-9,迷恋,míliàn,mê luyến,迷戀,V,,say mê/bị quyến rũ/đam mê,to be infatuated with; to be enchanted by; to be passionate about
7-9,迷路,mílù,mê lộ,迷路,,,lạc đường/lạc/mê cung/mê đạo tiền đình (của tai trong),to lose the way; lost; labyrinth; labyrinthus vestibularis (of the inner ear)
7-9,迷失,míshī,mê thất,迷失,V,,mất phương hướng/bị lạc,to lose (one's bearings); to get lost
7-9,谜,mí,mê,謎,N,,câu đố,"see 谜儿, riddle"
7-9,谜底,mídǐ,mê để,謎底,N,,đáp án của câu đố,answer to a riddle
7-9,谜团,mítuán,mê đoàn,謎團,N,,câu đố/bí ẩn/tình huống khó lường/vấn đề khó nắm bắt,riddle; enigma; unpredictable situation; elusive matters
7-9,谜语,míyǔ,mê ngữ,謎語,N,,câu đố/câu hỏi hóc búa/LT:條|条[tiao2],riddle; conundrum
7-9,秘方,mìfāng,bí phương,祕方,N,,công thức bí mật,secret recipe
7-9,秘诀,mìjué,bí quyết,秘訣,N,,bí quyết/chìa khóa (để trường thọ)/bí mật (của hạnh phúc)/công thức (thành công),secret know-how; key (to longevity); secret (of happiness); recipe (for success)
7-9,密不可分,mìbùkěfēn,mật bất khả phân,密不可分,,,gắn bó không thể tách rời/không thể tách rời,inextricably linked (idiom); inseparable
7-9,密度,mìdù,mật độ,密度,N,,mật độ/độ dày,density; thickness
7-9,密封,mìfēng,mật phong,密封,V,,niêm phong,to seal up
7-9,密集,mìjí,mật tập,密集,V/Adj,,tập trung/chen chúc cùng nhau/chuyên sâu/nén lại,concentrated; crowded together; intensive; compressed
7-9,蜜,mì,mật,蜜,N,,mật ong,honey
7-9,蜜蜂,mìfēng,mật phong,蜜蜂,N,,"ong mật/ong/LT:隻|只[zhi1],群[qun2]",bee; honeybee
7-9,蜜月,mìyuè,mật nguyệt,蜜月,N,,tuần trăng mật,honeymoon
7-9,棉花,miánhuā,miên hoa,棉花,N,,bông,cotton
7-9,免,miǎn,miễn,免,V,,biến thể cũ của 絻[wen4],to excuse sb; to exempt; to remove or dismiss from office; to avoid; to avert; to escape; to be prohibited
7-9,免不了,miǎnbuliǎo,miễn bất liễu,免不了,V,,không thể tránh được/không thể tránh khỏi,unavoidable; can't be avoided
7-9,免除,miǎnchú,miễn trừ,免除,V,,ngăn chặn/tránh/miễn/trừ/giảm nhẹ/(khoản nợ) miễn trả,to prevent; to avoid; to excuse; to exempt; to relieve; (of a debt) to remit
7-9,免疫,miǎnyì,miễn dịch,免疫,V,,miễn dịch (với bệnh),immunity (to disease)
7-9,免职,miǎnzhí,miễn chức,免職,,,cách chức/sa thải/giáng chức/bãi nhiệm,to relieve sb of his post; to sack; to demote; dismissal; sacking
7-9,勉强,miǎnqiǎng,miễn cường,勉強,Adj/V,,làm một cách khó khăn/ép buộc ai đó làm gì/miễn cưỡng/vừa đủ,to do with difficulty; to force sb to do sth; reluctant; barely enough
7-9,缅怀,miǎnhuái,miễn hoài,緬懷,V,,tưởng niệm/nhớ về/thương nhớ quá khứ,to commemorate; to recall fondly; to think of the past
7-9,面部,miànbù,diện bộ,面部,N,,khuôn mặt (bộ phận cơ thể),face (body part)
7-9,面粉,miànfěn,diện phấn,麵粉,N,,bột mì,flour
7-9,面红耳赤,miànhóng-ěrchì,diện hồng nhĩ xích,面紅耳赤,,,mặt đỏ tai đỏ (vì tức giận hoặc hưng phấn),flushed with anger (or excitement)
7-9,面面俱到,miànmiàn-jùdào,diện diện câu đáo,面面俱到,,,(thành ngữ) chăm lo mọi thứ; xử lý mọi việc,(idiom) take care of everything; handle everything
7-9,面目全非,miànmù-quánfēi,diện mục toàn phi,面目全非,,,không còn gì như cũ (thành ngữ); thay đổi không nhận ra,nothing remains the same (idiom); change beyond recognition
7-9,苗,miáo,miêu,苗,N,,mầm,Hmong or Miao ethnic group of southwest China; surname Miao
7-9,苗条,miáotiao,miêu điêu,苗條,Adj,,(của phụ nữ) mảnh mai/thon thả/duyên dáng,(of a woman) slim; slender; graceful
7-9,苗头,miáotou,miêu đầu,苗頭,N,,dấu hiệu đầu tiên/diễn biến (của một tình huống),first signs; development (of a situation)
7-9,描绘,miáohuì,miêu hội,描繪,V,,miêu tả; khắc họa; phác họa,to describe; to portray
7-9,瞄准,miáozhǔn,miểu chuẩn,瞄準,,,nhắm vào; nhắm mục tiêu,to take aim at; to target
7-9,渺小,miǎoxiǎo,miểu tiểu,渺小,Adj,,nhỏ bé/tí hon/không đáng kể/không quan trọng,minute; tiny; negligible; insignificant
7-9,庙,miào,miếu,廟,N,,đền miếu/nơi thờ cúng tổ tiên/LT:座[zuo4]/hội chợ chùa/điện thờ lớn của hoàng gia/thuộc về hoàng gia,temple; ancestral shrine; temple fair; great imperial hall; imperial
7-9,庙会,miàohuì,miếu hội,廟會,N,,lễ hội chùa,temple fair
7-9,灭绝,mièjué,diệt tuyệt,滅絕,V,,tuyệt chủng; biến mất hoàn toàn/mất hoàn toàn (cái gì đó trừu tượng)/tiêu diệt,to become extinct; to die out; to lose (sth abstract) completely; to exterminate
7-9,灭亡,mièwáng,diệt vong,滅亡,V,,bị hủy diệt; tuyệt chủng; diệt vong; chết hết/tiêu diệt; hủy diệt,to be destroyed; to become extinct; to perish; to die out; to destroy; to exterminate
7-9,民办,mínbàn,dân bạn,民辦,Adj,,do người dân điều hành/hoạt động tư nhân,run by the local people; privately operated
7-9,民俗,mínsú,dân tục,民俗,N,,phong tục phổ biến,popular custom
7-9,民用,mínyòng,dân dụng,民用,Adj,,(dành cho) sử dụng dân sự,(for) civilian use
7-9,民众,mínzhòng,dân chúng,民眾,N,,quần chúng; người dân; nhân dân,the populace; the masses; the common people
7-9,敏捷,mǐnjié,mẫn tiệp,敏捷,Adj,,nhanh nhẹn/nhanh chóng/nhanh trí,nimble; quick; shrewd
7-9,敏锐,mǐnruì,mẫn nhuệ,敏銳,Adj,,nhạy bén; sắc sảo; sâu sắc,keen; sharp; acute
7-9,名副其实,míngfùqíshí,danh phó kỳ thật,名副其實,,,không chỉ có tên mà còn là thực tế (thành ngữ)/được đặt tên thích hợp/xứng đáng với tên gọi,"not just in name only, but also in reality (idiom); aptly named; worthy of the name"
7-9,名贵,míngguì,danh quý,名貴,Adj,,nổi tiếng và quý giá/hiếm/quý,famous and valuable; rare; precious
7-9,名利,mínglì,danh lợi,名利,N,,danh tiếng và lợi lộc,fame and profit
7-9,名气,míngqi,danh khí,名氣,N,,danh tiếng; tên tuổi,reputation; fame
7-9,名声,míngshēng,danh thanh,名聲,N,,danh tiếng,reputation
7-9,名言,míngyán,danh ngôn,名言,N,,câu nói/lời nổi tiếng,saying; famous remark
7-9,名著,míngzhù,danh trứ,名著,N,,tác phẩm kiệt xuất,masterpiece
7-9,明朗,mínglǎng,minh lãng,明朗,Adj,,sáng/rõ ràng/hiển nhiên/thẳng thắn/cởi mở/sáng sủa và vui vẻ,bright; clear; obvious; forthright; open-minded; bright and cheerful
7-9,明媚,míngmèi,minh mị,明媚,Adj,,tươi sáng và xinh đẹp,bright and beautiful
7-9,明智,míngzhì,minh trí,明智,Adj,,có lý trí/khôn ngoan/sáng suốt/minh mẫn,sensible; wise; judicious; sagacious
7-9,铭记,míngjì,minh kí,銘記,V,,khắc ghi trong lòng,to engrave in one's memory
7-9,命,mìng,mệnh,命,V,,"sinh mệnh/số phận/mệnh lệnh hoặc chỉ huy/đặt tên, danh hiệu, v.v.","life; fate; order or command; to assign a name, title etc"
7-9,命名,mìngmíng,mệnh danh,命名,,,đặt tên/phong tên/rửa tội/chỉ định/được đặt theo/tên gọi,to give a name to; to dub; to christen; to designate; named after; naming
7-9,命题,mìngtí,mệnh đề,命題,,,"mệnh đề (logic, toán học)/ra đề bài luận","proposition (logic, math.); to assign an essay topic"
7-9,摸索,mōsuǒ,mô tác,摸索,V,,dò dẫm/mò mẫm/lần mò/làm việc chậm chạp,to feel about; to grope about; to fumble; to do things slowly
7-9,模拟,mónǐ,mô nghĩ,模擬,V,,"mô phỏng/bắt chước/tương tự (thiết bị, trái ngược với kỹ thuật số)","imitation; to simulate; to imitate; analog (device, as opposed to digital)"
7-9,磨合,móhé,ma hợp,磨合,V,,mài giũa/làm cho ăn khớp,to break in; to wear in
7-9,磨难,mónàn,ma nan,磨難,N,,sự giày vò/một thử thách/sự khổ ải/một thập giá (phải chịu)/từng trải,a torment; a trial; tribulation; a cross (to bear); well-tried
7-9,磨损,mósǔn,ma tổn,磨損,V,,chịu sự mài mòn; hư hỏng do sử dụng; mòn,to suffer wear and tear; to deteriorate through use; to wear out
7-9,蘑菇,mógu,ma cô,蘑菇,N,,nấm/quấy rầy/chậm chạp,mushroom; to pester; to dawdle
7-9,魔鬼,móguǐ,ma quỷ,魔鬼,N,,ma quỷ,devil
7-9,魔术,móshù,ma thuật,魔術,N,,ảo thuật,magic
7-9,抹,mǒ,mạt,抹,V,,trát/quanh đi/quanh co,to wipe
7-9,末日,mòrì,mạt nhật,末日,N,,ngày cuối/cuối/ngày cuối cùng/ngày tận thế,Judgment Day (in Christian eschatology)
7-9,没落,mòluò,một lạc,沒落,V,,sa sút/suy tàn,to decline; to wane
7-9,陌生,mòshēng,mạch sanh,陌生,Adj,,lạ/lạ lẫm,strange; unfamiliar
7-9,莫非,mòfēi,mạc phi,莫非,Adv,,có thể nào/có lẽ nào,can it be possible that; could it be
7-9,莫过于,mòguòyú,mạc quá vu,莫過於,V,,không gì có thể vượt qua,nothing can surpass
7-9,莫名其妙,mòmíngqímiào,mạc danh kỳ diệu,莫名其妙,,,(thành ngữ) khó hiểu; kỳ quặc; không rõ lý do; không thể giải thích,(idiom) baffling; bizarre; without rhyme or reason; inexplicable
7-9,漠然,mòrán,mạc nhiên,漠然,Adj,,thờ ơ/lãnh đạm/lạnh lùng,indifferent; apathetic; cold
7-9,墨,mò,mặc,墨,N,,thỏi mực/mực Tàu/LT:塊|块[kuai4]/hình phạt xăm chữ lên trán nạn nhân,"surname Mo; abbr. for 哥, Mexico"
7-9,默读,mòdú,mặc độc,默讀,V,,đọc thầm,to read in silence
7-9,默默无闻,mòmò-wúwén,mặc mặc vô văn,默默無聞,,,vô danh và không được biết đến (thành ngữ); người ngoài cuộc không có tiếng tăm/một người không tên tuổi/một ẩn số,obscure and unknown (idiom); an outsider without any reputation; a nobody; an unknown quantity
7-9,默契,mòqì,mặc khế,默契,Adj/N,,hiểu ngầm/hiểu nhau/sự hòa hợp/kết nối sâu sắc với nhau/(thành viên trong nhóm) phối hợp ăn ý/chặt chẽ,tacit understanding; mutual understanding; rapport; connected at a deep level with each other; (of team members) well coordinated; tight
7-9,谋害,móuhài,mưu hại,謀害,V,,âm mưu giết người/lên kế hoạch hãm hại tính mạng ai đó,to conspire to murder; to plot against sb's life
7-9,谋求,móuqiú,mưu cầu,謀求,V,,tìm kiếm; phấn đấu đạt được,to seek; to strive for
7-9,谋生,móushēng,mưu sanh,謀生,V,,mưu sinh/làm việc để tự nuôi sống/kiếm sống,to seek one's livelihood; to work to support oneself; to earn a living
7-9,牡丹,mǔdan,mẫu đan,牡丹,N,,mẫu đơn cây (Paeonia suffruticosa),"Mudan District of Heze City 菏泽市, Shandong; Mutan township in Pingtung County 屏东县, Taiwan"
7-9,亩,mǔ,mẫu,畝,M,,biến thể cũ của 畝|亩[mu3],old variant of 亩
7-9,木板,mùbǎn,mộc bản,木板,N,,"tấm/ván/tấm ván/LT: 張|张[zhang1],塊|块[kuai4]",slab; board; plank
7-9,木材,mùcái,mộc tài,木材,N,,gỗ,wood
7-9,木匠,mùjiàng,mộc tượng,木匠,N,,thợ mộc,carpenter
7-9,木偶,mù'ǒu,mộc ngẫu,木偶,N,,con rối,puppet
7-9,目不转睛,mùbùzhuǎnjīng,mục bất chuyển tình,目不轉睛,,,không thể rời mắt (thành ngữ); nhìn chằm chằm/chăm chú nhìn,unable to take one's eyes off (idiom); to gaze steadily; to stare
7-9,目瞪口呆,mùdèng-kǒudāi,mục trừng khẩu ngốc,目瞪口呆,,,chết lặng (thành ngữ); sững sờ/ngỡ ngàng,dumbstruck (idiom); stupefied; stunned
7-9,目的地,mùdìdì,mục đích địa,目的地,N,,điểm đến (địa điểm),destination (location)
7-9,目睹,mùdǔ,mục đổ,目睹,V,,chứng kiến/tận mắt thấy/tận mắt chứng kiến,to witness; to see at first hand; to see with one's own eyes
7-9,目录,mùlù,mục lục,目錄,N,,mục lục/bảng mục lục/danh bạ (trên ổ cứng máy tính)/danh sách/nội dung,catalog; table of contents; directory (on computer hard drive); list; contents
7-9,目中无人,mùzhōng-wúrén,mục trung vô nhân,目中無人,,,coi thường người khác (thành ngữ); kiêu ngạo không coi ai ra gì/khinh người/đi đứng nghênh ngang,to consider everyone else beneath one (idiom); so arrogant that no-one else matters; condescending; to go about with one's nose in the air
7-9,沐浴露,mùyùlù,mộc dục lộ,沐浴露,N,,sữa tắm,shower gel
7-9,牧场,mùchǎng,mục tràng,牧場,N,,đồng cỏ/đất chăn thả/trang trại,pasture; grazing land; ranch
7-9,牧民,mùmín,mục dân,牧民,N,,người chăn nuôi,herdsman
7-9,募捐,mùjuān,mộ quyên,募捐,,,kêu gọi quyên góp; thu nhận quyên góp,to solicit contributions; to collect donations
7-9,墓碑,mùbēi,mộ bi,墓碑,N,,mộ chí/bia mộ,gravestone; tombstone
7-9,墓地,mùdì,mộ địa,墓地,N,,nghĩa trang/nghĩa địa,cemetery; graveyard
7-9,幕,mù,mạc,幕,N,,biến thể cũ của 幕[mu4]/rèm/màn,curtain or screen; canopy or tent; headquarters of a general; act (of a play)
7-9,幕后,mùhòu,mạc hậu,幕後,N,,hậu trường,behind the scenes
7-9,穆斯林,mùsīlín,mục tư lâm,穆斯林,N,,Người Hồi giáo,Muslim
7-9,拿手,náshǒu,nã thủ,拿手,Adj,,thành thạo/giỏi về,expert in; good at
7-9,哪知道,nǎ zhīdào,nả tri đạo,哪知道,,,ai mà nghĩ rằng ...?,who would have thought that ...?
7-9,呐喊,nàhǎn,nột hảm,吶喊,V,,hò hét/kêu gọi/cổ vũ/hô to,shout; rallying cry; cheering; to shout
7-9,纳闷儿,nàmènr,nạp muộn nhân,納悶兒,,,biến thể er hoá của 納悶|纳闷[na4 men4],erhua variant of 纳闷; puzzled; bewildered
7-9,纳入,nàrù,nạp nhập,納入,V,,đưa vào/kết hợp vào/tích hợp vào/sát nhập,to bring into; to channel into; to integrate into; to incorporate
7-9,纳税,nàshuì,nạp thuế,納稅,,,nộp thuế,to pay taxes
7-9,纳税人,nàshuìrén,nạp thuế nhân,納稅人,N,,người nộp thuế,taxpayer
7-9,乃,nǎi,nãi,乃,Adv,,biến thể của 乃[nai3],to be; thus; so; therefore; then; only; thereupon
7-9,乃至,nǎizhì,nãi chí,乃至,Conj,,và thậm chí/đi đến mức,and even; to go so far as to
7-9,耐,nài,nại,耐,V,,(dạng kết hợp) chịu đựng; chịu được; kháng lại,(bound form) to bear; to endure; to withstand
7-9,耐人寻味,nàirénxúnwèi,nại nhân tầm vị,耐人尋味,,,gợi suy nghĩ/đáng để nghiền ngẫm/cung cấp thức ăn cho tư duy,thought-provoking; worth thinking over; to provide food for thought
